ID,Name,Address,Latitude,Longitude,Opening Hours,Types,Rating,User Ratings Total,Stay Time,Delay Time,Cost,Period
ChIJBRawobYZQjER3gDAmFZzy1U,Lelacoffee VN,"11 Đ. Phạm Văn Nghị, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",160.586.919,1.082.096.446,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'store', 'food']",4,42,30,30,50,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJBUGlQb4ZQjERT8HjiqufUcc,Hòa Cường catholic church,"150 Nguyễn Hữu Thọ, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",160.440.841,1.082.097.487,"['Monday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u20099:30\u202fPM']","['tourist_attraction', 'church', 'place_of_worship']",4.7,207,30,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJC--WM94dQjERanUjSb99wac,Chớm Hạ - Bánh Tráng Túy Loan,"Chợ Túy Loan, Hoà Phong, Hòa Vang, Đà Nẵng, Vietnam",159.900.211,1.081.404.581,,"['restaurant', 'food']",5,4,45,30,50,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJCSkaqgEZQjERy0NmPW_pypY,Tần Giao Đường,"Hòa Khê, Thanh Khê District, Da Nang 550000, Vietnam",160.642.519,1.081.870.112,,"['church', 'place_of_worship']",,,30,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJCyoHH4kZQjERX3hJiiMqhyk,Đường hoa Bạch Đằng,"Bạch Đằng, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",160.604.224,1.082.243.312,,['park'],4.9,16,45,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJD0rNYkgYQjERJYPNK6Zo_m8,Meal Cafe Royal,"46 Đ. Bắc Đẩu, Thanh Bình, Hải Châu, Đà Nẵng 550000, Vietnam",160.766.183,1.082.100.292,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'store', 'food']",3.7,18,30,30,50,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJD2yDYLsiQjERWdUv7Pu56MQ,"Hồng Hụê Phở Bỏ, Lẩu Bò Nam Định","Thọ Quang, Sơn Trà, Da Nang, Vietnam",161.220.889,1.082.201.831,,"['restaurant', 'food']",,,60,30,200,"['Afternoon', 'Evening']"
ChIJD7dTTE4YQjERsThtVOoc-fk,Đức Mẹ Church,"K 268 Trần Cao Vân, Tam Thuận, Thanh Khê, Đà Nẵng 550000, Vietnam",160.738.477,1.082.041.395,,"['church', 'place_of_worship']",5,1,30,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJDazwY0gZQjER5qTVHh-thsY,Công viên Nguyễn Văn Linh,"366C+F4C, Nguyễn Văn Linh, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",160.611.915,1.082.202.743,,['park'],,,45,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJDcx-OTIYQjERP4eyjItPspA,Han Market,"119 Đ. Trần Phú, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",160.682.581,108.224.269,"['Monday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20097:00\u202fPM']",['tourist_attraction'],3.8,20707,60,30,0,"['Morning', 'Noon', 'Afternoon']"
ChIJDwGh8OkZQjERDYCZ8qcjxbs,Nhà Hàng Tuyên Sơn 2,"60-62 30 Tháng 4, Hòa Cường, Hải Châu, Đà Nẵng 550000, Vietnam",160.401.447,1.082.139.202,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",4,242,45,30,350,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJE-xj5DYYQjERgi4R7Jftz4o,Hot and Cold,"80-82 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",160.724.198,1.082.179.828,"['Monday: 7:00\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",4.3,4,45,30,150,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJES-7KgIZQjERV_DyDVCc4Qg,Quán Cafe Kim Trung,"157, Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Vietnam",160.644.637,1.081.842.666,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'food']",3.2,6,30,30,50,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJESDKJ8UZQjER_a0FRhktnV0,Nhà hàng Minh Tâm Đảo Xanh,"Lô 3A, 2.5 Trần Thị Lý, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",160.490.718,1.082.241.468,"['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",3.6,426,60,30,300,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJEU3XDMoZQjERZa3tVqPA7_4,Ui Chao Lẩu Nướng,"57 Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng 550000, Vietnam",160.607.424,1.082.205.214,"['Monday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']","['restaurant', 'food']",3.9,226,60,60,350,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJE__tpJEZQjERsJD7e-aW67k,Công viên Cung Thiếu nhi Đà Nẵng,"26QF+GJV, Đ. 2 Tháng 9, Hòa Cường, Hải Châu, Đà Nẵng, Vietnam",1.603.886,1.082.240.549,,['park'],4.8,4,30,30,0,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJEfpBJDEYQjERjBNlSpkJj78,Hong Ngoc Restaurant,"191, 193 Nguyễn Chí Thanh, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",160.697.995,1.082.213.273,"['Monday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u20099:30\u202fPM']","['cafe', 'store', 'restaurant', 'food']",3.9,987,60,60,350,"['Morning', 'Noon', 'Afternoon', 'Evening']"
ChIJEymIkTYYQjERWO-pgjkKGMk,Đà Nẵng Museum,"24 Đ. Trần Phú, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",160.763.229,108.221.648,"['Monday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u2009–\u200911:30\u202fAM, 2:00\u2009–\u20095:00\u202fPM']","['tourist_attraction', 'museum']",4,1382,45,30,20,"['Morning', 'Noon', 'Afternoon']"
ChIJF8yRoecZQjERdDBeBdSRD-Y,Asia Park - Sun World Da Nang Wonders,"1 Phan Đăng Lưu, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",16.0383924,108.2266751,"['Monday: 3:00\u2009–\u200910:00\u202fPM', 'Tuesday: 3:00\u2009–\u200910:00\u202fPM', 'Wednesday: 3:00\u2009–\u200910:00\u202fPM', 'Thursday: 3:00\u2009–\u200910:00\u202fPM', 'Friday: 3:00\u2009–\u200910:00\u202fPM', 'Saturday: 3:00\u2009–\u200910:00\u202fPM', 'Sunday: 3:00\u2009–\u200910:00\u202fPM']","['tourist_attraction', 'amusement_park', 'park']",4.4,8607,150,30,200000,"[‘Afternoon’, ‘Night’]"
ChIJFR7OCfMZQjER5X-5fS-EWwg,Hồ Khuê Trung,"Hồ Khuê Trung, Đà Nẵng, Vietnam",16.0265901,108.2173641,,['natural_feature'],3.8,4,60,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJFTMT5a8ZQjER_GqUyRos_f4,PHỞ 24 - ĐÀ NẴNG,"Quầy B, Sân Bay Quốc Nội Đà Nẵng, Duy Tân, Hòa Thuận Tây, Hải Châu, Đà Nẵng 550000, Vietnam",16.0533386,108.2024189,"['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']","['restaurant', 'food']",3.7,77,30,15,110000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJFeQ3IOgZQjERt_S0v8EQgi8,Đài Tưởng niệm Liệt sỹ TP Đà Nẵng,"664 Đ. 2 Tháng 9, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",16.0410321,108.2243161,,['point_of_interest'],4.3,3,30,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJFxpIcDYYQjERA9am1qqeNnA,BonPas Bakery & Coffee,"59 Đ. Lê Duẩn, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",16.070898,108.2172317,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'bakery', 'store', 'restaurant', 'food']",4.3,647,30,30,57000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJFzkgXmA9QjERbjn2eoPqMn8,Tinh Vien Son Tra,"Lương Hữu Khánh, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1147325,108.2572469,"['Monday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u20095:00\u202fPM']",['park'],4.6,531,60,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJGeVGlAMZQjERD2F71k6ayJQ,Cafe Mộc,"357M+42R, Hồ Tương, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0628624,108.1825041,"['Monday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20098:30\u202fPM']","['cafe', 'food']",3.8,23,60,30,55000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJGeaGSLIZQjERoLnjaru2VGU,Cơm niêu 3 Cá Bống,"112 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0615546,108.2043947,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food']",4,288,80,30,220000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJH6q3g_n1QTER5oZX3wpZ3-0,Jardin du Soleil - Vườn mặt trời,"Unnamed Road, 322M+RHC, Hoà Ninh, Hòa Vang, Đà Nẵng, Vietnam",16.0520623,108.0338917,,"['campground', 'park']",5,1,1440,30,150000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJHTR8VDIYQjERdfEDU-POofU,Đà Nẵng Cathedral,"156 Đ. Trần Phú, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",16.0666718,108.2229706,"['Monday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20094:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20091:30\u202fPM']","['tourist_attraction', 'church', 'place_of_worship']",3.9,9386,30,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJHwTBgbkZQjERMasXdSlll1w,G-Coffee,"122 Duy Tân, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",16.0511511,108.2082478,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","['cafe', 'point_of_interest', 'food']",4.1,36,45,30,60000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJI4dziJEZQjERgstBZnZ5cSk,Chả Bò Đà Nẵng - Đặc Sản Đà Nẵng Hà Hoa,"72 Nguyễn Dữ, Khuê Trung, Cẩm Lệ, Đà Nẵng 50000, Vietnam",16.0334222,108.207884,,"['tourist_attraction', 'grocery_or_supermarket', 'store', 'health', 'food']",4.7,23,15,15,300000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJI85kEAAZQjERpstMFkP60mc,Khong Gian Xua,"402 Điện Biên Phủ, Hòa Khê, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0663007,108.18943,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'cafe', 'store', 'food']",4.2,1865,60,30,900000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJIbYHcUsZQjERkchcEhiKK0E,Nhà Thờ Tin Lành Tân An [Đà Nẵng],"56 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0663356,108.2029988,"['Monday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u200910:00\u202fPM']","['church', 'place_of_worship']",4.8,34,45,30,0,"[‘Morning’, ‘Afternoon’, ‘Night’]"
ChIJIxuBFisZQjERezxPeB4VrUk,Coffe Vừng Lộc,"348V+MJW, Hoà Khánh Bắc, Liên Chiểu, Da Nang 550000, Vietnam",16.0667256,108.1440833,,"['cafe', 'food']",4,7,45,30,80000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJJ-67mLwiQjEREA_qw-_zsP4,Quán Ăn Thanh Phương,"1 Yết Kiêu, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1217221,108.2193932,,"['restaurant', 'food']",4,1,45,30,80000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJJ-xGX8sZQjERu02IB7BAu54,Dasushi,"150 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.0633901,108.2197091,"['Monday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u200910:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u200910:30\u202fPM']","['restaurant', 'food']",3.8,360,60,30,350000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJJ1XiON31QTERxWI5TaFYC_A,Vietnam Fishing Farm,"22X6+8X8, Hòa Ninh, Hòa Vang, Da Nang, Vietnam",16.0482758,108.0124469,,['park'],,,120,30,45000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJJZ7AR88ZQjERVTGsaxMldnc,Phố Cổ Hà Nội - Nem chua rán số 1,"184 Triệu Nữ Vương, Nam Dương, Hải Châu, Đà Nẵng 550000, Vietnam",16.0609855,108.2169354,"['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']","['meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'store']",4.5,33,45,30,150000,"[‘Noon', ‘Afternoon’, ‘Night’]"
ChIJK0gKAjUYQjERAN1NrnpHclM,Bún Mắm Vân,"23/14 Trần Kế Xương, Hải Châu 2, Hải Châu, Đà Nẵng 550000, Vietnam",16.066815,108.216984,"['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u200910:00\u202fPM']","['restaurant', 'food', 'establishment']",4.2,726,45,30,45000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJK4sVPc0ZQjERdGROWQ8MMg4,Helio Center ,"Tòa nhà Helio, 01 Đ. 2 Tháng 9, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",16.0359504,108.2242925,"['Monday: 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 5:00\u2009–\u200910:30\u202fPM', 'Sunday: 5:00\u2009–\u200910:30\u202fPM']",['point_of_interest'],4.3,2915,60,30,70000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJKUrtUjMYQjERzkn7h3lSvBg,Cà Phê Ngọc Ánh,"245 Nguyễn Chí Thanh, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.0661789,108.2209128,,"['cafe', 'food']",5,1,45,30,45000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJKwa8fzoYQjERbNsyeIjSIgg,Mia,"9-11 Quang Trung, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Vietnam",16.0750263,108.222222,"['Monday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u20096:30\u202fPM']","['cafe', 'food']",4.2,177,45,30,48000,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJL710Z-gZQjERTwK6WEaLM1c,Children's cultural houses,"2a Phan Đăng Lưu, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",16.0387805,108.2254072,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",['tourist_attraction'],4.4,1276,70,15,0,"[‘Morning’, ‘Noon', ‘Afternoon’]"
ChIJLTomluP3QTERUy-b9iAYR8U,Khu du lịch sinh thái Suối Hoa,"XX5W+926, QL14G, Hoà Phú, Hòa Vang, Đà Nẵng, Vietnam",15.95841,107.9950213,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",['tourist_attraction'],3.5,16,180,30,100000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
ChIJLTyqmVAjQjERpdMZc87f3o8,Bún Chả Hà Nội,"1 Yết Kiêu, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1218026,108.2193427,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['cafe', 'store', 'food']",,,45,15,55000,"[‘Morning’, ‘Noon', ‘Afternoon’, ‘Night’]"
